;topic;StyleID;id;topic_safe
61695;busen;655046;16680;busen
61696;emphfeln;655046;16682;emphfeln
61697;schneiden;709229;16684;schneiden
61698;schnitt;655046;16689;schnitt
61699;klass;434886;16691;klass
61700;schwimm;8623725;16692;schwimm
61701;vorherig;8623725;16693;vorherig
61702;schnitt;709229;16694;schnitt
61703;passen;709229;16696;passen
61704;pullover;709229;16697;pullover
61705;schwanken;553018;167;schwanken
61706;farbe;1709054;1670;farbe
61707;raum;9743730;16703;raum
61708;müssen;1709054;16704;muessen
61709;bestellt;655046;16705;bestellt
61710;farbe;515928;16706;farbe
61711;raum;9743730;16707;raum
61712;voll;9743730;16708;voll
61713;blu;434886;1671;blu
61714;griessen;44970574;16711;griessen
61715;qualität;709229;16712;qualitaet
61716;träger;655046;16714;traeger
61717;tragen;709229;16717;tragen
61718;zeh;553018;16719;zeh
61719;angenehm;709229;1672;angenehm
61720;passen;654563;16723;passen
61721;lang;709229;16724;lang
61722;formbadeanzug;8623725;16725;formbadeanzug
61723;qualität;709229;16729;qualitaet
61724;farbe;1709054;16733;farbe
61725;nummer;515928;16734;nummer
61726;kleidungsgröße;709229;16736;kleidungsgroesse
61727;ggf;515928;16738;ggf
61728;leggings;709229;1674;leggings
61729;sitzen;8623725;16740;sitzen
61730;runter;709229;16741;runter
61731;schneiden;709229;16742;schneiden
61732;meckern;515928;16743;meckern
61733;passen;434886;1675;passen
61734;äußerer;655046;16753;aeusserer
61735;bein;434886;16754;bein
61736;schulter;654563;1676;schulter
61737;pölsterch;709229;16766;poelsterch
61738;lange;1709054;1677;lange
61739;joggen;655046;16770;joggen
61740;nächster;553018;16778;naechster
61741;preis;655046;16779;preis
61742;farbe;434886;1678;farbe
61743;komisch;709229;16780;komisch
61744;klein;655046;16782;klein
61745;drücken;553018;16788;druecken
61746;voll;9743730;16789;voll
61747;legging;709229;1679;legging
61748;weit;709229;16792;weit
61749;oben;8623725;16794;oben
61750;sohle;553018;168;sohle
61751;drücken;655046;1680;druecken
61752;lief;9743730;16801;lief
61753;nich;8623725;16803;nich
61754;zwicken;515928;16805;zwicken
61755;begeistert;9743730;16807;begeistert
61756;geben;655046;16808;geben
61757;bissch;654563;1681;bissch
61758;schöne;515928;16810;schoene
61759;erwartung;9743730;16811;erwartung
61760;farbe;654563;16812;farbe
61761;begeistert;9743730;16818;begeistert
61762;total;515928;16820;total
61763;knapp;515928;16824;knapp
61764;positiv;655046;16828;positiv
61765;direkt;434886;16829;direkt
61766;brust;8623725;16832;brust
61767;trocknen;709229;16834;trocknen
61768;stretch;434886;16835;stretch
61769;waschen;9743730;1684;waschen
61770;wind;9743730;16840;wind
61771;klein;1709054;16844;klein
61772;gehen;709229;16848;gehen
61773;vorstellen;44970574;1685;vorstellen
61774;bemessen;655046;16853;bemessen
61775;bauch;434886;16856;bauch
61776;fällen;9743730;16859;faellen
61777;günstig;8623725;16863;guenstig
61778;anpassen;654563;16864;anpassen
61779;farbe;1709054;16867;farbe
61780;material;8623725;16869;material
61781;bereits;9743730;16870;bereits
61782;form;8623725;16872;form
61783;erst;8623725;16876;erst
61784;dreierpack;654563;16878;dreierpack
61785;passend;515928;16879;passend
61786;ansonsten;654563;1688;ansonsten
61787;passt;8623725;16881;passt
61788;trocknen;709229;16882;trocknen
61789;schnell;9743730;16890;schnell
61790;normal;655046;16892;normal
61791;schützen;9743730;16895;schuetzen
61792;dekollete;654563;16896;dekollete
61793;bekommen;553018;169;bekommen
61794;jahr;434886;16901;jahr
61795;verarbeitung;9743730;16902;verarbeitung
61796;material;655046;16903;material
61797;saubere;9743730;16905;saubere
61798;winter;553018;16908;winter
61799;angenehm;1709054;16915;angenehm
61800;billig;9743730;16916;billig
61801;monat;553018;1692;monat
61802;alternative;655046;16920;alternative
61803;stück;655046;16922;stueck
61804;tragetest;655046;16926;tragetest
61805;freiden;655046;16930;freiden
61806;erwarten;9743730;16932;erwarten
61807;behalten;515928;16935;behalten
61808;kauf;1709054;16937;kauf
61809;eng;654563;16939;eng
61810;klein;515928;1694;klein
61811;mindestens;655046;16940;mindestens
61812;weite;655046;16946;weite
61813;größe;515928;16947;groesse
61814;trzd;553018;16955;trzd
61815;hübsch;515928;16957;huebsch
61816;kratzen;655046;16959;kratzen
61817;stoff;709229;16961;stoff
61818;tragen;654563;16962;tragen
61819;normal;655046;16964;normal
61820;klar;709229;16965;klar
61821;sitzen;515928;16975;sitzen
61822;weich;553018;16979;weich
61823;trampolinspringen;655046;1698;trampolinspringen
61824;gefallen;1709054;16986;gefallen
61825;bewegen;8623725;16987;bewegen
61826;stören;655046;16988;stoeren
61827;schwitzt;515928;16989;schwitzt
61828;farbe;515928;1699;farbe
61829;mehr;655046;16990;mehr
61830;tochter;553018;16996;tochter
61831;schwarz;8623725;16999;schwarz
61832;genial;709229;17;genial
61833;preis;654563;170;preis
61834;entscheiden;655046;17000;entscheiden
61835;fallen;655046;17003;fallen
61836;top;9743730;17010;top
61837;lässt;515928;17016;laesst
61838;beschreiben;8623725;17019;beschreiben
61839;diesmal;1709054;17020;diesmal
61840;kombinieren;1709054;17023;kombinieren
61841;unterschiedlich;1709054;17024;unterschiedlich
61842;anbieten;9743730;17026;anbieten
61843;nummer;655046;17028;nummer
61844;beurteilen;553018;17031;beurteilen
61845;passen;1709054;17036;passen
61846;breit;709229;17039;breit
61847;blick;654563;1704;blick
61848;schnell;9743730;17043;schnell
61849;sitzt;8623725;17045;sitzt
61850;shirt;655046;17049;shirt
61851;schööönen;9743730;1705;schoeoeoenen
61852;passform;1709054;17050;passform
61853;ausgezeichnet;515928;17051;ausgezeichnet
61854;überhaupt;1709054;17052;ueberhaupt
61855;foto;434886;17054;foto
61856;kommen;709229;17061;kommen
61857;bestens;1709054;17064;bestens
61858;punkt;515928;17065;punkt
61859;träger;655046;17067;traeger
61860;absolut;1709054;17071;absolut
61861;bewegt;655046;17072;bewegt
61862;passen;434886;17073;passen
61863;farbe;9743730;17079;farbe
61864;tragen;709229;1708;tragen
61865;pflegeleicht;553018;17080;pflegeleicht
61866;preis;515928;17083;preis
61867;größe;655046;17085;groesse
61868;obenherum;1709054;17086;obenherum
61869;besitzen;8623725;17087;besitzen
61870;material;515928;17089;material
61871;sollen;44970574;1709;sollen
61872;sagen;1709054;17090;sagen
61873;platz;655046;17091;platz
61874;ideal;515928;17092;ideal
61875;baumwollqualität;654563;17096;baumwollqualitaet
61876;kommen;1709054;17098;kommen
61877;blumenfutter;553018;171;blumenfutter
61878;glücklich;434886;17106;gluecklich
61879;dennoch;655046;17107;dennoch
61880;büst;8623725;17108;buest
61881;weiterempfehlen;434886;1711;weiterempfehlen
61882;glänzen;553018;17110;glaenzen
61883;form;8623725;17114;form
61884;schwarz;1709054;17115;schwarz
61885;schnelle;8623725;17117;schnelle
61886;einnähen;9743730;17119;einnaehen
61887;letzter;553018;1712;letzter
61888;fallen;655046;17121;fallen
61889;preis;1709054;17126;preis
61890;passen;8623725;17133;passen
61891;verpacken;655046;17137;verpacken
61892;voll;709229;17139;voll
61893;passform;709229;1714;passform
61894;drin;434886;17141;drin
61895;abbilden;9743730;17142;abbilden
61896;stimmen;515928;17143;stimmen
61897;beinausschnitt;8623725;17148;beinausschnitt
61898;angenehm;655046;1715;angenehm
61899;abbildung;8623725;17150;abbildung
61900;stoff;8623725;17151;stoff
61901;unbequem;553018;17157;unbequem
61902;empfehlenswert;9743730;1717;empfehlenswert
61903;persönlich;8623725;17172;persoenlich
61904;eng;8623725;17173;eng
61905;zehs;553018;17174;zehs
61906;schwarz;655046;17176;schwarz
61907;preis;434886;17179;preis
61908;erhoffen;9743730;17180;erhoffen
61909;ja;8623725;17182;ja
61910;teil;8623725;17183;teil
61911;verarbeitung;8623725;17184;verarbeitung
61912;träger;655046;1719;traeger
61913;tragen;654563;17194;tragen
61914;schönst;8623725;17195;schoenst
61915;bäuchlein;8623725;17197;baeuchlein
61916;farbe;553018;172;farbe
61917;preis;654563;1720;preis
61918;schade;8623725;17205;schade
61919;ideal;709229;17206;ideal
61920;mehr;8623725;17207;mehr
61921;seite;434886;17209;seite
61922;dass;1709054;1721;dass
61923;farbe;515928;17210;farbe
61924;passen;434886;17212;passen
61925;schnell;1709054;17213;schnell
61926;schnell;655046;17214;schnell
61927;gerecht;9743730;17215;gerecht
61928;müssen;434886;17216;muessen
61929;stoff;9743730;17219;stoff
61930;kräftig;709229;17225;kraeftig
61931;groß;8623725;17231;gross
61932;darstellen;654563;17233;darstellen
61933;wissen;709229;17234;wissen
61934;trageeigenschaft;1709054;17237;trageeigenschaft
61935;länge;1709054;17238;laenge
61936;größe;8623725;17239;groesse
61937;orang;9743730;1724;orang
61938;problemzonen;709229;17240;problemzonen
61939;kurz;1709054;17242;kurz
61940;klein;8623725;17244;klein
61941;befinden;434886;17246;befinden
61942;angenehm;515928;1725;angenehm
61943;finden;8623725;17251;finden
61944;ziemlich;709229;17254;ziemlich
61945;groß;1709054;17256;gross
61946;brust;8623725;17257;brust
61947;t;1709054;17262;t
61948;lang;1709054;17264;lang
61949;ausschnitt;1709054;17265;ausschnitt
61950;farbangabe;553018;17266;farbangabe
61951;ergänzung;515928;17267;ergaenzung
61952;topen;515928;17269;topen
61953;bequem;655046;17271;bequem
61954;brust;8623725;17275;brust
61955;fallen;515928;17276;fallen
61956;versprechen;8623725;1728;versprechen
61957;faltenwurf;8623725;17280;faltenwurf
61958;klass;709229;17281;klass
61959;schwarz;709229;17286;schwarz
61960;fähig;434886;17289;faehig
61961;material;1709054;17290;material
61962;gar;8623725;17293;gar
61963;ansonsten;655046;17295;ansonsten
61964;farbe;9743730;17296;farbe
61965;qualität;1709054;17297;qualitaet
61966;jahr;709229;17298;jahr
61967;leichter;553018;17300;leichter
61968;weit;709229;17302;weit
61969;brauchen;1709054;17306;brauchen
61970;klein;1709054;17310;klein
61971;qualität;1709054;17313;qualitaet
61972;müssen;553018;17316;muessen
61973;stimmen;434886;1732;stimmen
61974;passen;9743730;17321;passen
61975;nummer;655046;17325;nummer
61976;preis;1709054;17329;preis
61977;material;709229;1733;material
61978;fällen;1709054;17330;faellen
61979;oberer;709229;17331;oberer
61980;lang;8623725;17334;lang
61981;tragen;709229;17336;tragen
61982;stehen;44970574;1734;stehen
61983;angenehmesen;1709054;17340;angenehmesen
61984;trocknergeeignet;1709054;17344;trocknergeeignet
61985;shirtbolerojäckchen;709229;17345;shirtbolerojaeckchen
61986;farbe;515928;17347;farbe
61987;klein;709229;17352;klein
61988;farbe;655046;17353;farbe
61989;schade;709229;17355;schade
61990;original;9743730;17358;original
61991;angenehm;654563;1736;angenehm
61992;platz;8623725;17361;platz
61993;wirken;709229;17362;wirken
61994;wünschen;709229;17364;wuenschen
61995;farblich;434886;17368;farblich
61996;benutzen;655046;17369;benutzen
61997;ansprechend;553018;17371;ansprechend
61998;eh;8623725;17374;eh
61999;softcups;8623725;17375;softcups
62000;anprobe;655046;17378;anprobe
62001;preiswert;553018;17380;preiswert
62002;hauptsächlich;1709054;17384;hauptsaechlich
62003;ausfallen;434886;17386;ausfallen
62004;einwenig;8623725;17387;einwenig
62005;doppelgröß;515928;17388;doppelgroess
62006;endlich;1709054;17389;endlich
62007;klein;709229;17390;klein
62008;vorhanden;709229;17391;vorhanden
62009;wirken;709229;17393;wirken
62010;fühlen;709229;17398;fuehlen
62011;schnell;1709054;17399;schnell
62012;ansosnten;709229;17400;ansosnten
62013;fassen;709229;17404;fassen
62014;vorher;655046;17408;vorher
62015;holztür;9743730;17409;holztuer
62016;preislich;709229;1741;preislich
62017;geben;709229;17410;geben
62018;jederzeit;1709054;17414;jederzeit
62019;sitzen;709229;17416;sitzen
62020;zeichnen;553018;17417;zeichnen
62021;freuen;1709054;17423;freuen
62022;komplett;515928;17424;komplett
62023;strand;709229;17425;strand
62024;grausam;8623725;17426;grausam
62025;luftig;709229;17427;luftig
62026;preis;1709054;17428;preis
62027;slips;515928;17429;slips
62028;haus;9743730;17431;haus
62029;überhaupt;434886;17433;ueberhaupt
62030;hinten;553018;17434;hinten
62031;weite;709229;17438;weite
62032;dennnoch;553018;17439;dennnoch
62033;fraglich;709229;17440;fraglich
62034;form;515928;17441;form
62035;caprihosen;709229;17445;caprihosen
62036;stoff;8623725;17458;stoff
62037;basic;1709054;17459;basic
62038;bezeichnung;9743730;1746;bezeichnung
62039;schöne;553018;17467;schoene
62040;schade;709229;17468;schade
62041;zufriedenheit;8623725;17472;zufriedenheit
62042;passt;8623725;17473;passt
62043;tragen;655046;17477;tragen
62044;runter;8623725;17478;runter
62045;durchlaufen;553018;17481;durchlaufen
62046;dünn;553018;17483;duenn
62047;zufriedenheit;8623725;17484;zufriedenheit
62048;topen;515928;17485;topen
62049;groß;1709054;17488;gross
62050;stoff;709229;17489;stoff
62051;luft;44970574;1749;luft
62052;zurückschicken;8623725;17490;zurueckschicken
62053;farbe;709229;17493;farbe
62054;schwer;709229;17494;schwer
62055;träger;8623725;17495;traeger
62056;sitzt;8623725;17496;sitzt
62057;gleich;8623725;17497;gleich
62058;bestellung;8623725;175;bestellung
62059;klein;1709054;17503;klein
62060;endlich;709229;17505;endlich
62061;sommerfarben;1709054;17506;sommerfarben
62062;fallen;1709054;17507;fallen
62063;joggen;655046;17508;joggen
62064;sack;1709054;17510;sack
62065;sichtbar;8623725;17511;sichtbar
62066;eng;434886;17514;eng
62067;tragen;553018;17520;tragen
62068;chemisch;1709054;17523;chemisch
62069;bleiben;709229;17527;bleiben
62070;senfgelb;9743730;17530;senfgelb
62071;verpackung;9743730;17531;verpackung
62072;ausschnitt;1709054;17532;ausschnitt
62073;tragen;553018;17533;tragen
62074;gefallen;8623725;17534;gefallen
62075;passt;709229;17537;passt
62076;bestens;434886;17538;bestens
62077;überzeugen;709229;1754;ueberzeugen
62078;teilchen;515928;17540;teilchen
62079;fallen;515928;17541;fallen
62080;werfen;654563;17543;werfen
62081;problem;434886;17546;problem
62082;meinung;654563;17547;meinung
62083;qualität;1709054;17548;qualitaet
62084;anbieten;9743730;17549;anbieten
62085;eindruck;9743730;17550;eindruck
62086;bestimmen;1709054;17551;bestimmen
62087;erster;8623725;17552;erster
62088;weit;8623725;17557;weit
62089;jahr;553018;17559;jahr
62090;pflegeleicht;655046;17560;pflegeleicht
62091;oberweite;709229;17564;oberweite
62092;gerade;1709054;17570;gerade
62093;froh;8623725;17571;froh
62094;farbe;1709054;1758;farbe
62095;falsch;9743730;17581;falsch
62096;nummer;8623725;17583;nummer
62097;innenfutter;8623725;17585;innenfutter
62098;gefühl;655046;17588;gefuehl
62099;hüfte;44970574;1759;huefte
62100;ständig;8623725;17594;staendig
62101;doppelte;8623725;17595;doppelte
62102;erster;8623725;17596;erster
62103;breit;553018;17597;breit
62104;bekommen;709229;17598;bekommen
62105;zweiter;8623725;17607;zweiter
62106;locker;1709054;17608;locker
62107;weiterempfehlen;515928;1761;weiterempfehlen
62108;fast;553018;17610;fast
62109;schnell;8623725;17614;schnell
62110;lieblingsoutfit;709229;17619;lieblingsoutfit
62111;probieren;1709054;17621;probieren
62112;nummer;1709054;17622;nummer
62113;rundlich;709229;17623;rundlich
62114;material;709229;17625;material
62115;größe;8623725;17628;groesse
62116;farbe;9743730;17629;farbe
62117;mutter;8623725;17630;mutter
62118;farbe;8623725;17635;farbe
62119;schwarz;9743730;17637;schwarz
62120;nummer;553018;17639;nummer
62121;topen;553018;17641;topen
62122;bonprix;1709054;17642;bonprix
62123;leieren;1709054;17643;leieren
62124;gr;1709054;17644;gr
62125;abbilden;709229;17645;abbilden
62126;anprobieren;8623725;17648;anprobieren
62127;zehbereich;553018;17649;zehbereich
62128;luftig;1709054;17650;luftig
62129;hübsch;709229;17651;huebsch
62130;rundungen;709229;17652;rundungen
62131;tragen;44970574;1766;tragen
62132;überdurchschnittlich;1709054;17660;ueberdurchschnittlich
62133;brauchen;655046;17661;brauchen
62134;foto;9743730;17666;foto
62135;leggins;709229;17669;leggins
62136;brusthöher;709229;17675;brusthoeher
62137;sitzen;1709054;17677;sitzen
62138;passen;1709054;17679;passen
62139;stimmen;709229;17680;stimmen
62140;superschöner;8623725;17683;superschoener
62141;stimmen;709229;17684;stimmen
62142;testen;8623725;17687;testen
62143;verarbeitung;9743730;17688;verarbeitung
62144;betonen;8623725;17692;betonen
62145;macht;1709054;17693;macht
62146;geraten;9743730;17694;geraten
62147;preis;1709054;17697;preis
62148;fällen;515928;17698;faellen
62149;taillenbereich;1709054;17699;taillenbereich
62150;groß;1709054;17701;gross
62151;lieferbar;8623725;17703;lieferbar
62152;gesamtlänge;709229;17704;gesamtlaenge
62153;pflegeleicht;709229;17709;pflegeleicht
62154;einlösen;654563;1771;einloesen
62155;lang;709229;17712;lang
62156;tag;709229;17715;tag
62157;material;553018;17716;material
62158;jedoch;9743730;1772;jedoch
62159;tragen;8623725;17720;tragen
62160;verhältnis;9743730;17722;verhaeltnis
62161;aussehen;1709054;17723;aussehen
62162;tshirt;1709054;17732;tshirt
62163;original;709229;17733;original
62164;eindruck;1709054;17735;eindruck
62165;internet;8623725;1774;internet
62166;körbchen;655046;17741;koerbchen
62167;mehrmalig;1709054;17742;mehrmalig
62168;klassen;709229;17743;klassen
62169;bauch;709229;17744;bauch
62170;miedereffekt;515928;17746;miedereffekt
62171;vorstellen;1709054;17747;vorstellen
62172;spitz;655046;17752;spitz
62173;üblich;8623725;17756;ueblich
62174;waschen;709229;17758;waschen
62175;oberhalb;709229;17760;oberhalb
62176;bekommen;9743730;17761;bekommen
62177;lang;1709054;17762;lang
62178;jeansjacke;709229;17766;jeansjacke
62179;form;515928;17769;form
62180;must;1709054;17770;must
62181;absolut;709229;17774;absolut
62182;überlegen;709229;17778;ueberlegen
62183;tragen;553018;1778;tragen
62184;unten;1709054;17780;unten
62185;eventuell;709229;17782;eventuell
62186;tragen;655046;17784;tragen
62187;angenehm;8623725;17790;angenehm
62188;lang;1709054;17793;lang
62189;problemlos;1709054;17794;problemlos
62190;dunkelblau;9743730;17795;dunkelblau
62191;wunderbar;1709054;17796;wunderbar
